index,MMM,month,year,station_name,code_merge,station_code,merge_cod,weath_days_frost,weath_humidity,weath_maxLevel,weath_midLevel,weath_minLevel,weath_days_rain,weath_days_rain1mm,weath_accuRainfall,weath_10minRainfall,weath_1dayRainfall,weath_solar,weath_meanTemp,weath_maxTemp,weath_maxMeanTemp,weath_minTemp,weath_meanWindM,weath_maxWindM,weath_meanDayMaxWind
1078,MAR,3,2018,Ordunte,C059_Ordunte_2018_MAR,C059,C059_Ordunte_2018_MAR,1,76.8,0.977461187,0.366009855,0.192268309,23,18,164.7,1.8,26.5,12.39619575,8.4,17.4,12.4,4.5,14.3,101.2,62.3
1079,MAR,3,2018,Orduña,C072_Orduña_2018_MAR,C072,C072_Orduña_2018_MAR,12,82.1,0.75810126,0.226126529,0.195379394,23,18,98.5,1.5,14.3,12.02130295,4.3,13.9,8,1.3,36.5,149.8,83.7
1082,MAR,3,2018,Punta Galea,C042_Punta Galea_2018_MAR,C042,C042_Punta Galea_2018_MAR,0,64.8,0.940560479,0.259858961,0.188791822,25,17,86.8,1.6,17.5,12.24023998,11.5,20.1,14.4,8.6,27,118.8,78.3
1084,MAR,3,2018,Sodupe,C0C3_Sodupe_2018_MAR,C0C3,C0C3_Sodupe_2018_MAR,0,69.8,0.965367515,0.390813595,0.188985982,23,20,149.6,2,18.8,12.47949155,10.5,20.4,15.5,5.8,8.3,70.2,44
1113,MAR,3,2018,Miramon,C017_Miramon_2018_MAR,C017,C017_Miramon_2018_MAR,0,74,0.955306489,0.398269728,0.179524433,24,19,122.1,1.9,11.9,12.44183931,10.8,20,15.3,7.1,12.3,99,55
1120,MAR,3,2018,Zarautz,C064_Zarautz_2018_MAR,C064,C064_Zarautz_2018_MAR,0,65.5,1.005276697,0.308717055,0.179256129,21,18,65,0.9,11.3,12.34675408,11,19.4,14.2,7.7,20,113.4,64.5
1121,MAR,3,2018,Zegama,C028_Zegama_2018_MAR,C028,C028_Zegama_2018_MAR,2,71.7,0.964896228,0.367288621,0.200453264,27,22,163.8,2.7,15.1,12.3357692,7.8,16.5,11,4.8,14.7,101.2,62
1131,MAR,3,2019,Espejo,C034_Espejo_2019_MAR,C034,C034_Espejo_2019_MAR,12,71.8,0.850801446,0.336521942,0.191677108,7,5,14.2,1.6,5.6,12.44552498,8.4,23.7,16.4,0.7,6.6,77.8,34.5
1137,MAR,3,2019,Ilarduia,C068_Ilarduia_2019_MAR,C068,C068_Ilarduia_2019_MAR,8,69.1,0.762934131,0.355033524,0.19324834,12,8,31.2,1.7,7.8,12.4685455,8.3,23.4,14.7,2,12.6,89.6,48
1140,MAR,3,2019,Kapildui,C047_Kapildui_2019_MAR,C047,C047_Kapildui_2019_MAR,2,77,0.901006172,0.302643001,0.183715417,12,6,29.2,1.5,7.1,12.2947991,6.2,20.4,10.8,2.6,21.1,116.3,54.6
1153,MAR,3,2019,Zaldiaran,C070_Zaldiaran_2019_MAR,C070,C070_Zaldiaran_2019_MAR,1,71.8,0.903921612,0.292385079,0.181929499,9,4,11.5,0.6,4.1,12.20801385,7.2,21,12.1,3.2,26.4,110.9,57.3
1158,MAR,3,2019,Arboleda,C061_Arboleda_2019_MAR,C061,C061_Arboleda_2019_MAR,0,75,0.920021366,0.330813194,0.194898038,12,11,76.5,2.5,22.3,12.46592004,11.2,25.5,15.9,6.9,12.7,99.4,45.1
1168,MAR,3,2019,Eitzaga,C075_Eitzaga_2019_MAR,C075,C075_Eitzaga_2019_MAR,0,74.8,0.942319079,0.320508913,0.205076603,11,8,50.2,2.5,14.2,12.65644477,10.7,29.8,18.6,4.6,6.1,68,35.2
1171,MAR,3,2019,Galindo,C038_Galindo_2019_MAR,C038,C038_Galindo_2019_MAR,0,65,0.920296476,0.29684155,0.172853455,11,9,49.9,2.9,17,12.45163621,13,25.4,18,8.6,7.4,83.9,35.9
1175,MAR,3,2019,La Garbea,C045_La Garbea_2019_MAR,C045,C045_La Garbea_2019_MAR,0,78.9,0.92068382,0.322882279,0.188549273,11,11,43.8,1.1,8.1,12.33148183,8.7,22.5,13.7,5.1,21.1,109.1,52.8
1180,MAR,3,2019,Oiz,C046_Oiz_2019_MAR,C046,C046_Oiz_2019_MAR,1,76.1,0.920833394,0.290742151,0.191272178,12,11,54.1,1.5,10,12.16374806,6.5,19.6,10,3.7,28.2,112.7,60.6
1182,MAR,3,2019,Ordunte,C059_Ordunte_2019_MAR,C059,C059_Ordunte_2019_MAR,0,69.3,0.920925284,0.294331646,0.180004808,10,9,42.3,1.2,9.8,12.5587418,9.6,23.4,15.8,4.1,9,91.8,43.8
1183,MAR,3,2019,Orduña,C072_Orduña_2019_MAR,C072,C072_Orduña_2019_MAR,1,75.5,0.905629463,0.289356082,0.175816165,11,8,37.4,1.3,12.4,12.25899014,6.9,20.2,11.5,3.2,23.6,117.4,59
1186,MAR,3,2019,Punta Galea,C042_Punta Galea_2019_MAR,C042,C042_Punta Galea_2019_MAR,0,74.3,0.927969599,0.324832339,0.194861355,12,7,31.8,1.4,7.1,12.45361526,12,23.9,15.6,8.5,17.8,108,50
1207,MAR,3,2019,Berastegi,C026_Berastegi_2019_MAR,C026,C026_Berastegi_2019_MAR,5,58.2,0.887221815,0.340519923,0.192392005,14,11,101.4,3.9,17.9,12.39062708,8.8,25.6,15,2.5,7.2,74.9,38.3
1217,MAR,3,2019,Miramon,C017_Miramon_2019_MAR,C017,C017_Miramon_2019_MAR,0,75.6,0.905349509,0.328417106,0.196081099,13,10,68.4,2.3,16.6,12.55021073,11.4,24.9,17,6.6,10.3,67.3,38.9
1224,MAR,3,2019,Zarautz,C064_Zarautz_2019_MAR,C064,C064_Zarautz_2019_MAR,0,68.7,0.921550944,0.315277871,0.197607146,10,9,52.1,3.2,19.3,12.45727277,11.9,23.8,15.5,8.4,14,93.6,47.2
1225,MAR,3,2019,Zegama,C028_Zegama_2019_MAR,C028,C028_Zegama_2019_MAR,0,68.7,0.913568756,0.3076392,0.189184308,13,12,65.8,2.3,15.5,12.4985261,9.4,23.1,13.9,5.1,10.1,84.6,43.2
1237,ABR,4,2016,Herrera,C048_Herrera_2016_ABR,C048,C048_Herrera_2016_ABR,9,88.9,0.858740956,0.318085777,0.194655371,17,16,56.6,2.6,7.6,12.26924606,5.2,15.7,9.3,2.1,19,99,59.6
1238,ABR,4,2016,Ilarduia,C068_Ilarduia_2016_ABR,C068,C068_Ilarduia_2016_ABR,2,74.1,0.909366712,0.318341849,0.183862133,15,11,68.4,2.8,16.2,12.41307883,9,21,13.9,4.2,14.6,92.2,52.3
1241,ABR,4,2016,Kapildui,C047_Kapildui_2016_ABR,C047,C047_Kapildui_2016_ABR,10,87.5,0.842446683,0.280949133,0.212730677,20,14,81.7,4.1,18.4,12.21568165,4.8,16.2,9.3,1.7,20.5,79.9,55.8
1269,ABR,4,2016,Galindo,C038_Galindo_2016_ABR,C038,C038_Galindo_2016_ABR,0,63.5,0.937410673,0.343113688,0.172018968,17,12,63.8,3.4,18.1,12.45303774,13.3,22.1,17.4,9.2,8.9,73.4,39.7
1273,ABR,4,2016,La Garbea,C045_La Garbea_2016_ABR,C045,C045_La Garbea_2016_ABR,0,88.3,0.964148331,0.317848563,0.200339434,19,15,69.6,2,15.2,12.28541562,8.7,15.8,12.4,6.1,22.2,100.4,54.7
1278,ABR,4,2016,Oiz,C046_Oiz_2016_ABR,C046,C046_Oiz_2016_ABR,1,90,0.942657611,0.301841218,0.209535428,19,12,58.1,1.7,13.9,12.09949999,5.9,15.6,9,3.6,29.5,96.5,59.8
1281,ABR,4,2016,Orduña,C072_Orduña_2016_ABR,C072,C072_Orduña_2016_ABR,1,87.4,0.957203472,0.312602453,0.209842523,21,16,92.6,3.7,23.9,12.17929081,6.9,15.8,10.5,4.2,25.7,125.3,63.7
1286,ABR,4,2016,Sodupe,C0C3_Sodupe_2016_ABR,C0C3,C0C3_Sodupe_2016_ABR,1,71.6,0.913973131,0.34688106,0.191474954,18,14,71.4,1.6,15.8,12.52404388,11.7,22.1,16.9,6.9,7.4,77.4,38.4
1305,ABR,4,2016,Berastegi,C026_Berastegi_2016_ABR,C026,C026_Berastegi_2016_ABR,1,74.1,0.944474258,0.377222515,0.200053449,20,17,143.5,4.4,22.9,12.50537903,10,21.4,14.3,5.2,8.6,68,41.3
1314,ABR,4,2016,Miramon,C017_Miramon_2016_ABR,C017,C017_Miramon_2016_ABR,0,71.1,0.933540358,0.390826271,0.191983523,20,14,80.1,2.9,13.5,12.47826713,12.6,23.8,17.4,8.6,9.9,76,43.8
1321,ABR,4,2016,Zarautz,C064_Zarautz_2016_ABR,C064,C064_Zarautz_2016_ABR,0,68.9,0.948360119,0.319908964,0.171564551,20,12,49.2,2.6,10.2,12.40114853,12.5,22.2,16.1,9.5,15.2,74.9,48.3
1322,ABR,4,2016,Zegama,C028_Zegama_2016_ABR,C028,C028_Zegama_2016_ABR,0,77.6,0.971850164,0.410856367,0.186010919,22,18,130.3,2.8,17.4,12.48979293,10.2,21.4,14.8,6.5,11.1,79.2,48.7
1338,ABR,4,2017,Ilarduia,C068_Ilarduia_2017_ABR,C068,C068_Ilarduia_2017_ABR,2,66.5,0.855083774,0.309835959,0.183626193,8,6,44.7,1.5,15.4,12.47795059,10.9,25.1,17,4.5,13,72.7,49.5
1341,ABR,4,2017,Kapildui,C047_Kapildui_2017_ABR,C047,C047_Kapildui_2017_ABR,3,70.8,0.865176497,0.31166954,0.188367677,9,7,33.9,1.3,7.1,12.31445666,8.2,21.5,13.6,3.8,18.6,78.5,45.9
1372,ABR,4,2017,Galindo,C038_Galindo_2017_ABR,C038,C038_Galindo_2017_ABR,0,67.8,0.911141034,0.300911643,0.169699561,8,7,36.8,2.1,9.6,12.4630011,13.4,27.2,18.4,8.8,7.7,79.2,33.2
1376,ABR,4,2017,La Garbea,C045_La Garbea_2017_ABR,C045,C045_La Garbea_2017_ABR,0,79.7,0.917678774,0.33663546,0.195848564,9,8,59.4,1.6,15.1,12.42107865,10.7,25.8,16,7,18.2,101.9,46.1
1381,ABR,4,2017,Oiz,C046_Oiz_2017_ABR,C046,C046_Oiz_2017_ABR,2,77.1,0.882301766,0.311215821,0.185166113,8,8,47,2.1,14,12.25234489,8.3,21.6,11.9,5.1,25.1,105.5,52.3
1383,ABR,4,2017,Ordunte,C059_Ordunte_2017_ABR,C059,C059_Ordunte_2017_ABR,1,71.8,0.894654378,0.311606159,0.191449435,8,8,52.9,2.4,17.8,12.58879376,10.6,26.4,16.9,4.4,7.3,95,39.1
1384,ABR,4,2017,Orduña,C072_Orduña_2017_ABR,C072,C072_Orduña_2017_ABR,2,74.5,0.880856588,0.33159756,0.196227437,9,6,56.5,2.4,14.4,12.39520604,8.6,23.4,13.5,4.7,18.2,121.7,50.9
1389,ABR,4,2017,Sodupe,C0C3_Sodupe_2017_ABR,C0C3,C0C3_Sodupe_2017_ABR,0,74.3,0.906756457,0.323692666,0.198831458,9,7,56.4,1.5,16.3,12.61965628,11.8,29.1,18.7,5.6,7.2,52.9,36.4
1408,ABR,4,2017,Berastegi,C026_Berastegi_2017_ABR,C026,C026_Berastegi_2017_ABR,5,76.1,0.831345507,0.324101391,0.181639275,8,7,84.5,2.3,25.1,12.58622711,10,25.1,15.9,3.4,7,61.2,34.4
1418,ABR,4,2017,Miramon,C017_Miramon_2017_ABR,C017,C017_Miramon_2017_ABR,0,76.9,0.835765204,0.330221109,0.192704093,7,6,63,1.6,14.8,12.56827462,12.7,29.2,17.6,8.1,9.4,72.7,34.2
1425,ABR,4,2017,Zarautz,C064_Zarautz_2017_ABR,C064,C064_Zarautz_2017_ABR,0,72.9,0.899228341,0.306025497,0.189155727,7,6,51.9,2.7,12.2,12.5354889,12.6,24,15.7,9.3,13.5,74.2,39.6
1426,ABR,4,2017,Zegama,C028_Zegama_2017_ABR,C028,C028_Zegama_2017_ABR,0,71.8,0.923914363,0.322319575,0.185889579,7,7,73,3.4,20.2,12.54119408,11.8,26.5,17.4,7.1,8.6,63.4,36
1436,ABR,4,2018,Espejo,C034_Espejo_2018_ABR,C034,C034_Espejo_2018_ABR,0,81.1,0.964350876,0.337615843,0.195692151,19,12,89.2,1.6,16.9,12.61115896,10.8,24.2,16.8,5.6,7.2,67.7,32.6
1442,ABR,4,2018,Ilarduia,C068_Ilarduia_2018_ABR,C068,C068_Ilarduia_2018_ABR,1,72.4,0.940186965,0.313405718,0.187491603,20,14,157.6,4.2,35.9,12.39676241,11.2,24.5,15.9,6.7,16.6,110.5,54.6
1445,ABR,4,2018,Kapildui,C047_Kapildui_2018_ABR,C047,C047_Kapildui_2018_ABR,4,85.1,0.910645771,0.284663975,0.199210312,20,15,139.6,2,33,12.27878899,7.7,21.4,11.9,4.4,21.2,97.2,57.7
1471,ABR,4,2018,Derio,C003_Derio_2018_ABR,C003,C003_Derio_2018_ABR,0,69.3,0.915862524,0.334447709,0.178382951,17,14,153.8,5.6,51.3,12.49778514,14.3,29.7,19.3,10.2,7.2,70.9,34.9
1473,ABR,4,2018,Eitzaga,C075_Eitzaga_2018_ABR,C075,C075_Eitzaga_2018_ABR,0,76.9,0.954430655,0.330984408,0.189614301,19,13,188.1,2.9,53.3,12.56273315,13.3,29.8,19.3,9,5.7,67,32.2
1476,ABR,4,2018,Galindo,C038_Galindo_2018_ABR,C038,C038_Galindo_2018_ABR,0,69.6,0.913808066,0.344384774,0.177297459,18,12,119.9,3.6,28.3,12.50157992,15,31.3,19.7,11.2,7.8,72,35
1480,ABR,4,2018,La Garbea,C045_La Garbea_2018_ABR,C045,C045_La Garbea_2018_ABR,0,85.6,0.971959336,0.324411762,0.193778543,18,14,111.9,2.7,29,12.30694774,10.4,24.9,14.6,7.3,21.4,98.3,55
1485,ABR,4,2018,Oiz,C046_Oiz_2018_ABR,C046,C046_Oiz_2018_ABR,1,79.2,0.942344123,0.302449033,0.197011131,18,15,153.3,4,39.5,12.07945509,8.1,22.1,11.9,5.2,29.3,108,63.4
1487,ABR,4,2018,Ordunte,C059_Ordunte_2018_ABR,C059,C059_Ordunte_2018_ABR,0,73.1,0.939935467,0.359658389,0.198144053,18,14,139.8,3.7,52.7,12.51331854,12,28.1,17.2,7.8,8.5,88.9,40.6
1488,ABR,4,2018,Orduña,C072_Orduña_2018_ABR,C072,C072_Orduña_2018_ABR,1,80.7,0.962621705,0.296767735,0.204064057,21,13,105.9,4.9,20,12.17799548,8.7,22.9,13,5.5,25.7,135,64.7
1491,ABR,4,2018,Punta Galea,C042_Punta Galea_2018_ABR,C042,C042_Punta Galea_2018_ABR,0,73.2,0.94831504,0.345412024,0.179590847,18,12,80.6,6.5,15.9,12.42304418,14.2,29.6,17.8,11.2,16.7,107.3,47.4
1493,ABR,4,2018,Sodupe,C0C3_Sodupe_2018_ABR,C0C3,C0C3_Sodupe_2018_ABR,0,75,0.93218904,0.347564941,0.186154129,17,12,144.5,4.7,42,12.52444552,13.8,30.6,19.6,9,6.7,67,34.2
1512,ABR,4,2018,Berastegi,C026_Berastegi_2018_ABR,C026,C026_Berastegi_2018_ABR,0,74,0.929690715,0.349458212,0.197166,17,14,347.8,3.7,169.1,12.5384238,12.2,26.4,16.7,7.6,8.5,72.7,38.5
1522,ABR,4,2018,Miramon,C017_Miramon_2018_ABR,C017,C017_Miramon_2018_ABR,0,77.3,0.944114999,0.379474135,0.199861953,19,14,198.6,2.1,68.6,12.52669711,14.5,29.4,19,10.6,9.6,70.9,41
1529,ABR,4,2018,Zarautz,C064_Zarautz_2018_ABR,C064,C064_Zarautz_2018_ABR,0,73.3,0.926908277,0.352220057,0.188181989,18,14,143.9,2.3,32.5,12.45902595,14.1,28.4,17.8,11.1,13.9,102.6,47.2
1530,ABR,4,2018,Zegama,C028_Zegama_2018_ABR,C028,C028_Zegama_2018_ABR,0,73.3,0.948444698,0.402756552,0.180272009,23,19,176,4,44,12.48346416,12,25.3,16.2,8.4,10.7,85.7,45.7
1540,ABR,4,2019,Espejo,C034_Espejo_2019_ABR,C034,C034_Espejo_2019_ABR,3,77.9,0.878877738,0.316744079,0.191539916,15,9,90.6,2.1,34.3,12.60671311,9.9,23.2,16.3,4,6.5,63.4,32.9
1546,ABR,4,2019,Ilarduia,C068_Ilarduia_2019_ABR,C068,C068_Ilarduia_2019_ABR,1,74.1,0.958342613,0.327878936,0.187779295,19,11,75.8,3.6,17,12.40997087,9.6,20.4,15.2,4.3,14.6,93.6,51.7
1549,ABR,4,2019,Kapildui,C047_Kapildui_2019_ABR,C047,C047_Kapildui_2019_ABR,4,82,0.894887723,0.310151447,0.210893908,20,14,83,3,15.9,12.29500798,6.1,17.4,10.6,2.9,19.3,100.1,53.7
1562,ABR,4,2019,Zaldiaran,C070_Zaldiaran_2019_ABR,C070,C070_Zaldiaran_2019_ABR,2,79.1,0.931681367,0.294733364,0.193130243,18,14,67.8,1.9,12.9,12.16710795,7.7,18.5,12.2,4.2,24,100.8,56.8
1567,ABR,4,2019,Arboleda,C061_Arboleda_2019_ABR,C061,C061_Arboleda_2019_ABR,0,77.5,0.967223587,0.376687109,0.204918856,19,14,72,3.4,14,12.49982783,12,23.4,16.5,7.9,12.2,86.4,47.5
1577,ABR,4,2019,Eitzaga,C075_Eitzaga_2019_ABR,C075,C075_Eitzaga_2019_ABR,0,80.2,0.957504701,0.316890137,0.194597045,18,14,86.5,2.2,20.2,12.61240259,11.6,24.5,18.7,6.2,6,70.6,35.8
1584,ABR,4,2019,La Garbea,C045_La Garbea_2019_ABR,C045,C045_La Garbea_2019_ABR,2,83.5,0.883704028,0.289780066,0.193172781,15,12,75.3,2.4,16,12.27517533,9.1,22.4,13.9,5.8,21.6,99.4,56.4
1589,ABR,4,2019,Oiz,C046_Oiz_2019_ABR,C046,C046_Oiz_2019_ABR,2,81,0.908307799,0.296916034,0.197407975,16,14,82.2,1.5,17,12.08305865,7,18.1,10.2,4.3,27.5,100.8,60.3
1591,ABR,4,2019,Ordunte,C059_Ordunte_2019_ABR,C059,C059_Ordunte_2019_ABR,1,72.4,0.872548336,0.318137326,0.19018725,15,14,79.6,4.8,17,12.53579088,10.5,23.6,16,5.6,8.7,87.5,45.5
1592,ABR,4,2019,Orduña,C072_Orduña_2019_ABR,C072,C072_Orduña_2019_ABR,2,80.2,0.923930814,0.296025015,0.197021985,17,11,73.3,7.2,17.7,12.18958917,7.5,18.9,11.7,4.2,22.9,110.9,61.1
1595,ABR,4,2019,Punta Galea,C042_Punta Galea_2019_ABR,C042,C042_Punta Galea_2019_ABR,0,78.6,0.939092302,0.335852398,0.186856993,14,10,61.3,2.3,14.4,12.45372996,12.8,24.6,16.4,9.5,16.7,87.5,51.9
1597,ABR,4,2019,Sodupe,C0C3_Sodupe_2019_ABR,C0C3,C0C3_Sodupe_2019_ABR,0,75.2,0.945423021,0.338424808,0.192326955,17,11,65.5,3,14.5,12.53775043,12.4,27.6,19,6.7,6.5,51.8,35.1
1616,ABR,4,2019,Berastegi,C026_Berastegi_2019_ABR,C026,C026_Berastegi_2019_ABR,1,75.7,0.955167061,0.342344503,0.195423244,20,15,157.7,6,33.5,12.56026429,10.1,22.7,15.5,4.8,7,73.8,37
1626,ABR,4,2019,Miramon,C017_Miramon_2019_ABR,C017,C017_Miramon_2019_ABR,0,83.4,0.927266864,0.372977484,0.203379724,19,16,120.2,4.1,19.6,12.612455,12.2,24.8,17.1,8,9,90.7,39.5
1633,ABR,4,2019,Zarautz,C064_Zarautz_2019_ABR,C064,C064_Zarautz_2019_ABR,0,75.3,0.954561473,0.367349738,0.205801477,18,16,102.5,4.2,21.5,12.51612575,12.4,23.4,15.9,9.1,12.6,87.8,42.9
1634,ABR,4,2019,Zegama,C028_Zegama_2019_ABR,C028,C028_Zegama_2019_ABR,0,74.3,0.943756675,0.339225636,0.196777687,17,13,75.6,5.9,19,12.53745972,10.1,20.7,14.8,6,10,76.7,46.3
1646,MAY,5,2016,Herrera,C048_Herrera_2016_MAY,C048,C048_Herrera_2016_MAY,2,79,0.919417732,0.31545477,0.190096247,17,11,57.1,2.3,12.3,12.35888621,10.2,23.2,14.9,6.3,16.5,88.9,52
1647,MAY,5,2016,Ilarduia,C068_Ilarduia_2016_MAY,C068,C068_Ilarduia_2016_MAY,0,74.6,0.92110268,0.344532106,0.188032707,20,12,49.1,1.3,14.7,12.47079809,13,25.9,18.6,8.2,14,105.5,50.8
1650,MAY,5,2016,Kapildui,C047_Kapildui_2016_MAY,C047,C047_Kapildui_2016_MAY,2,84.4,0.939670833,0.306241671,0.192002613,19,12,60.9,1.5,10.3,12.32843539,9.3,22,14.1,5.7,19.5,98.3,50.8
1678,MAY,5,2016,Galindo,C038_Galindo_2016_MAY,C038,C038_Galindo_2016_MAY,0,67.4,0.922958034,0.335081622,0.162589068,14,13,62.2,5,9.4,12.46575043,16.5,29,21.2,12.8,8,65.5,36.6
1682,MAY,5,2016,La Garbea,C045_La Garbea_2016_MAY,C045,C045_La Garbea_2016_MAY,0,85.8,0.939101045,0.335474512,0.200586045,16,10,39.2,3.5,8.9,12.39505419,12.8,26.3,17.9,9.7,19.2,87.8,51
1687,MAY,5,2016,Oiz,C046_Oiz_2016_MAY,C046,C046_Oiz_2016_MAY,0,92.1,0.993966289,0.333527161,0.204407775,19,14,74.8,4.6,11,12.19831673,10,23.6,13.9,7.2,27.6,118.4,57.6
1690,MAY,5,2016,Orduña,C072_Orduña_2016_MAY,C072,C072_Orduña_2016_MAY,0,82.9,0.984205346,0.323021325,0.189092971,18,11,51.5,7.3,13.5,12.40660186,11.3,25.4,16.4,7.9,17.5,99,52.2
1695,MAY,5,2016,Sodupe,C0C3_Sodupe_2016_MAY,C0C3,C0C3_Sodupe_2016_MAY,0,72.8,0.908810123,0.325026543,0.176804871,13,8,51.3,7,10.1,12.47580898,15.2,30.2,21.6,9.9,7.1,63.7,36.2
1714,MAY,5,2016,Berastegi,C026_Berastegi_2016_MAY,C026,C026_Berastegi_2016_MAY,0,77.3,0.982957994,0.361772325,0.188925212,21,15,117.6,6,19.2,12.54324957,13.5,27.4,18.5,8.9,7.4,66.6,37.5
1723,MAY,5,2016,Miramon,C017_Miramon_2016_MAY,C017,C017_Miramon_2016_MAY,0,76.1,0.955591717,0.362789402,0.187467732,21,14,101.7,9.1,21.6,12.50070644,15.8,29.3,20.9,11.8,9.9,77,40.2
1730,MAY,5,2016,Zarautz,C064_Zarautz_2016_MAY,C064,C064_Zarautz_2016_MAY,0,75.1,0.910477712,0.355142961,0.186539998,18,12,76.2,3.4,16.6,12.47453723,15.4,25.4,18.9,12.4,13.2,79.2,42
1731,MAY,5,2016,Zegama,C028_Zegama_2016_MAY,C028,C028_Zegama_2016_MAY,0,78.9,0.949879187,0.377076689,0.20281605,19,13,67.1,2.6,13.4,12.52042295,14.2,28.7,19.7,10.1,10.1,91.8,44.5
1747,MAY,5,2017,Ilarduia,C068_Ilarduia_2017_MAY,C068,C068_Ilarduia_2017_MAY,1,66.3,0.863276152,0.32165047,0.163943192,12,8,47.7,4.2,16,12.48703559,15.8,32.9,22.3,8.9,14.4,96.5,51.4
1750,MAY,5,2017,Kapildui,C047_Kapildui_2017_MAY,C047,C047_Kapildui_2017_MAY,1,72.2,0.895988532,0.319486528,0.188017719,12,8,53.7,2.2,19.8,12.42585629,13,28.1,18.2,8.7,18.6,78.5,49.7
1761,MAY,5,2017,Tobillas,C00B_Tobillas_2017_MAY,C00B,C00B_Tobillas_2017_MAY,1,71.8,0.919743257,0.32891663,0.172289515,12,10,72.9,4.5,17.8,12.4772234,14.2,31.8,21.6,7.4,6.2,65.5,35.5
1781,MAY,5,2017,Galindo,C038_Galindo_2017_MAY,C038,C038_Galindo_2017_MAY,0,68.1,0.925930172,0.336341759,0.162401993,14,9,58,1.8,23.3,12.44883699,17.8,34.5,23.6,13.5,7.6,60.5,33
1785,MAY,5,2017,La Garbea,C045_La Garbea_2017_MAY,C045,C045_La Garbea_2017_MAY,0,80.6,0.97013757,0.347511324,0.192778994,15,8,64.6,2.7,25.8,12.45786043,15.3,32.8,20.7,11,18,89.6,51
1790,MAY,5,2017,Oiz,C046_Oiz_2017_MAY,C046,C046_Oiz_2017_MAY,0,74.9,0.969567474,0.307705879,0.175363206,16,10,94.9,9.7,33.7,12.30726603,13.4,27.2,17.7,9.6,23.7,107.6,57.6
1792,MAY,5,2017,Ordunte,C059_Ordunte_2017_MAY,C059,C059_Ordunte_2017_MAY,0,72.6,0.888662227,0.328322605,0.179269684,11,7,65.8,4.1,21.8,12.49826954,15.6,33.1,21.9,9.8,7.8,83.2,44.4
1793,MAY,5,2017,Orduña,C072_Orduña_2017_MAY,C072,C072_Orduña_2017_MAY,0,74.3,0.971634224,0.321737449,0.177734427,16,9,90.2,8.5,21.8,12.35373326,13.6,29.9,18.7,9.2,20.3,101.2,57.2
1798,MAY,5,2017,Sodupe,C0C3_Sodupe_2017_MAY,C0C3,C0C3_Sodupe_2017_MAY,0,73.4,0.90298062,0.340625585,0.186346191,16,8,59.4,3.7,18.4,12.50338356,16.8,35.4,23.8,11.1,7.6,49.3,36
1817,MAY,5,2017,Berastegi,C026_Berastegi_2017_MAY,C026,C026_Berastegi_2017_MAY,1,75.2,0.906516241,0.341943026,0.186469938,13,8,69.5,4.4,22.9,12.54829714,15.3,32.7,21.8,9,6.4,90,34.4
1827,MAY,5,2017,Miramon,C017_Miramon_2017_MAY,C017,C017_Miramon_2017_MAY,0,80.1,0.879343767,0.336752939,0.192818596,17,9,74.3,3.3,26.4,12.51992831,16.8,33.6,22.4,12.2,8,59.8,34.4
1834,MAY,5,2017,Zarautz,C064_Zarautz_2017_MAY,C064,C064_Zarautz_2017_MAY,0,76.5,0.837513047,0.353679106,0.193925386,14,9,64.3,4.5,24.9,12.52060967,16.6,30.2,21.1,12.9,11.3,71.6,36.9
1835,MAY,5,2017,Zegama,C028_Zegama_2017_MAY,C028,C028_Zegama_2017_MAY,0,71.6,0.898638,0.348138567,0.182042974,14,10,66.7,4.9,15.4,12.47945008,17,33.8,22.9,11.4,8.9,71.3,42.2
1845,MAY,5,2018,Espejo,C034_Espejo_2018_MAY,C034,C034_Espejo_2018_MAY,3,81.9,0.874773202,0.320943146,0.186528582,12,9,88.1,11,29.9,12.63766659,12.4,26.4,19,6.5,6,42.1,30.8
1851,MAY,5,2018,Ilarduia,C068_Ilarduia_2018_MAY,C068,C068_Ilarduia_2018_MAY,0,82.2,0.929461338,0.366966964,0.189762691,17,15,89.5,7.8,16.3,12.56351788,11.8,24.1,16.8,6.9,11,58.3,43.7
1854,MAY,5,2018,Kapildui,C047_Kapildui_2018_MAY,C047,C047_Kapildui_2018_MAY,1,90.2,0.922795181,0.352462851,0.202851437,21,14,110.2,9.9,25.9,12.43262843,9.2,21.6,13.6,6,15.9,64.8,44.1
1880,MAY,5,2018,Derio,C003_Derio_2018_MAY,C003,C003_Derio_2018_MAY,0,79,0.921191743,0.3380015,0.197623709,16,9,77.2,4.1,19.5,12.58931274,14.5,24.7,19.2,10.1,5.5,52.9,28.8
1882,MAY,5,2018,Eitzaga,C075_Eitzaga_2018_MAY,C075,C075_Eitzaga_2018_MAY,0,86.8,0.934980346,0.349513199,0.206232751,17,16,83.7,4,19.8,12.6199896,13.7,27.7,19.9,9.3,4.8,43.2,26.5
1885,MAY,5,2018,Galindo,C038_Galindo_2018_MAY,C038,C038_Galindo_2018_MAY,0,78,0.914655206,0.34788062,0.196889071,17,11,97.7,6.7,26.4,12.53046047,15.3,26,19.4,11.8,6.5,51.5,30
1889,MAY,5,2018,La Garbea,C045_La Garbea_2018_MAY,C045,C045_La Garbea_2018_MAY,0,93.2,0.868600624,0.345529101,0.206440963,19,13,87.1,4.3,22,12.47978571,11.4,23.2,15.8,8.4,15,72.4,40.7
