,merge_cod,code_merge,codigo, estacion,year,month,hum,hum_imputed_proba,freez,freez_imputed_proba,rain,rain_imputed_proba,lev_max,lev_max_imputed_proba,lev_mid,lev_mid_imputed_proba,lev_min,lev_min_imputed_proba,rain_1mm,rain_1mm_imputed_proba,rain_cum,rain_cum_imputed_proba,rain_max_10,rain_max_10_imputed_proba,rain_max_day,rain_max_day_imputed_proba,temp_avg,temp_avg_imputed_proba,temp_max_abs,temp_max_abs_imputed_proba,temp_max_avg,temp_max_avg_imputed_proba,temp_min_abs,temp_min_abs_imputed_proba,wind_avg,wind_avg_imputed_proba,wind_max,wind_max_imputed_proba,wind_max_avg,wind_max_avg_imputed_proba,sun,sun_imputed_proba
4370,C080_Añarbe_2017_NOV,C080_Añarbe_2017_NOV,C080,Añarbe,2017,NOV,94.0,,4,,16,,0.842,,0.468,,0.000,0.087809257209301,15,,336.4,,3.6,,46.8,,8.2,,22.0,,13.6,,4.2,,5.1,0.04501580819487572,61.2,0.029421545565128326,31.2,0.16821417212486267,5.5,0.36901921033859253
4371,C0E8_Araxes_2017_NOV,C0E8_Araxes_2017_NOV,C0E8,Araxes,2017,NOV,90.3,,1,,17,,1.134,,0.501,,0.000,0.05720194801688194,15,,273.6,,2.3,,52.2,,8.4,,21.2,,12.8,,5.1,,6.8,0.03939780965447426,64.8,0.03715311735868454,33.7,0.1773546040058136,5.5,0.24103964865207672
4374,C0EA_Belauntza_2017_NOV,C0EA_Belauntza_2017_NOV,C0EA,Belauntza,2017,NOV,93.0,,1,,16,,0.649,,0.317,,0.000,0.07898536324501038,15,,291.4,,3.9,,49.1,,8.5,,21.6,,13.2,,5.2,,6.8,0.04907746985554695,52.9,0.040521517395973206,31.4,0.3954382538795471,5.5,0.29637154936790466
4377,C0F0_Ereñozu_2017_NOV,C0F0_Ereñozu_2017_NOV,C0F0,Ereñozu,2017,NOV,92.5,,0,,16,,1.121,,0.684,,0.000,0.09810586273670197,15,,293.7,,6.6,,58.6,,9.2,,21.9,,13.4,,6.0,,5.1,0.03076840750873089,52.6,0.03364222124218941,29.7,0.10718414187431335,5.6,0.15714795887470245
4379,C0E7_Estanda_2017_NOV,C0E7_Estanda_2017_NOV,C0E7,Estanda,2017,NOV,88.5,,0,,17,,0.378,,0.156,,0.000,0.09919998049736023,16,,150,,1.8,,25.5,,8.9,,21.4,,14.4,,5.0,,5.1,0.0348682701587677,61.2,0.04572337493300438,36.6,0.20184992253780365,15.0,0.782021164894104
4384,C0DE_Matxinbenta_2017_NOV,C0DE_Matxinbenta_2017_NOV,C0DE,Matxinbenta,2017,NOV,90.6,,5,,17,,0.375,,0.161,,0.000,0.07130305469036102,15,,188.3,,2,,27.3,,7.7,,19.9,,11.8,,4.4,,7.7,0.04672031104564667,61.2,0.051684752106666565,41.3,0.18761199712753296,5.8,0.42715442180633545
4386,C0F4_Oiartzun_2017_NOV,C0F4_Oiartzun_2017_NOV,C0F4,Oiartzun,2017,NOV,82.8,,0,,16,,0.916,,0.399,,0.000,0.09508047997951508,16,,237.4,,8,,50.3,,10.2,,23.8,,15.4,,6.1,,5.1,0.05220145732164383,52.6,0.027114644646644592,27.1,0.32476478815078735,5.6,0.6783708333969116
4387,C0D1_Oñati_2017_NOV,C0D1_Oñati_2017_NOV,C0D1,Oñati,2017,NOV,87.0,,1,,16,,0.791,,0.366,,0.000,0.09914380311965942,14,,154.1,,1.8,,24.3,,8.3,,21.2,,13.4,,4.7,,6.8,0.056390780955553055,67.3,0.03395378589630127,38.0,0.43698400259017944,5.8,0.6089187860488892
4389,C0D2_San Prudentzio_2017_NOV,C0D2_San Prudentzio_2017_NOV,C0D2,San Prudentzio,2017,NOV,87.5,,0,,16,,0.908,,0.357,,0.000,0.0917135626077652,14,,173.1,,1.4,,30.6,,8.5,,21.3,,13.9,,4.8,,5.1,0.04390024393796921,61.9,0.03722530975937843,27.1,0.11270076036453247,15.0,0.20430326461791992
4391,C0D0_Urkulu_2017_NOV,C0D0_Urkulu_2017_NOV,C0D0,Urkulu,2017,NOV,84.0,,3,,16,,0.438,,0.140,,0.000,0.10179635882377625,16,,130.8,,1.9,,29.8,,8.3,,20.2,,13.4,,4.9,,6.8,0.04156088829040527,56.9,0.039122432470321655,32.3,0.43875446915626526,9.3,0.2913033068180084
4395,C076_Abetxuko_2018_NOV,C076_Abetxuko_2018_NOV,C076,Abetxuko,2018,NOV,82.8,,1,,16,,0.121,,0.067,,0.000,0.08782217651605606,12,,69.9,,1.7,,12,,8.8,,18.3,,13.3,,4.7,,6.1,0.05002319812774658,61.2,0.032668888568878174,41.3,0.5556872487068176,5.6,0.35585716366767883
4415,C055_Ozaeta_2018_NOV,C055_Ozaeta_2018_NOV,C055,Ozaeta,2018,NOV,82.1,,3,,20,,0.377,,0.111,,0.000,0.08779691904783249,12,,112.9,,1.6,,19.5,,8.2,,17.2,,12.6,,3.6,,5.7,0.0401785746216774,58.3,0.05252496153116226,30.1,0.6037805676460266,5.1,0.2457718402147293
4421,C0A0_Sarria_2018_NOV,C0A0_Sarria_2018_NOV,C0A0,Sarria,2018,NOV,87.8,,2,,19,,1.023,,0.322,,0.000,0.07179123163223267,15,,97.3,,1.4,,25.8,,7.5,,17.2,,12.2,,3.4,,7.2,0.039918988943099976,79.2,0.03323432058095932,32.8,0.48249316215515137,9.5,0.244229257106781
4427,C0B1_Abusu (La Peña)_2018_NOV,C0B1_Abusu (La Peña)_2018_NOV,C0B1,Abusu (La Peña),2018,NOV,78.0,,0,,20,,1.226,,0.391,,0.000,0.10657472908496857,14,,81.3,,1.6,,22.4,,12.0,,20.7,,15.9,,8.3,,4.6,0.042241912335157394,61.9,0.048704370856285095,32.5,0.3841528594493866,5.3,0.18987813591957092
4428,C079_Amorebieta_2018_NOV,C079_Amorebieta_2018_NOV,C079,Amorebieta,2018,NOV,77.0,,0,,21,,0.925,,0.434,,0.000,0.10189346969127655,15,,80.5,,1.4,,26.6,,11.4,,22.1,,16.4,,7.1,,6.0,0.04388909041881561,90.4,0.03953804448246956,47.4,0.26299336552619934,6.0,0.4308215379714966
4429,C0C1_Aranguren_2018_NOV,C0C1_Aranguren_2018_NOV,C0C1,Aranguren,2018,NOV,76.5,,0,,20,,1.253,,0.605,,0.000,0.10327301919460297,11,,75.8,,1.1,,18.2,,12.4,,24.8,,17.8,,8.6,,5.7,0.036511193960905075,58.3,0.03060922399163246,42.4,0.2224014401435852,9.5,0.162343367934227
4433,C0C2_Balmaseda_2018_NOV,C0C2_Balmaseda_2018_NOV,C0C2,Balmaseda,2018,NOV,81.0,,1,,17,,0.532,,0.306,,0.000,0.07719764113426208,11,,69.4,,1.4,,22.3,,10.5,,21.3,,15.6,,5.9,,6.8,0.04310912638902664,78.5,0.028542574495077133,28.6,0.1511307656764984,5.5,0.5906984806060791
4436,C0BE_Berriatua_2018_NOV,C0BE_Berriatua_2018_NOV,C0BE,Berriatua,2018,NOV,80.6,,0,,21,,0.692,,0.285,,0.000,0.10616730153560638,13,,89.3,,1.3,,24.9,,12.7,,23.4,,17.5,,8.3,,5.7,0.04591578617691994,62.6,0.03655281290411949,31.9,0.11374671012163162,18.8,0.822287380695343
4441,C074_Elorrio_2018_NOV,C074_Elorrio_2018_NOV,C074,Elorrio,2018,NOV,80.7,,0,,19,,0.403,,0.177,,0.000,0.1130041629076004,15,,97.9,,3.1,,24.8,,12.0,,20.5,,16.0,,8.1,,5.7,0.027510328218340874,79.2,0.03069385141134262,36.6,0.1960495263338089,9.5,0.07924964278936386
4442,C009_Galdakao_2018_NOV,C009_Galdakao_2018_NOV,C009,Galdakao,2018,NOV,74.2,,0,,19,,1.807,,0.746,,0.000,0.101691335439682,14,,71.2,,2.3,,25.1,,12.7,,22.1,,17.1,,8.6,,6.1,0.0366394929587841,88.6,0.04312637448310852,37.1,0.22321373224258423,4.4,0.23666974902153015
4445,C0BD_Iruzubieta_2018_NOV,C0BD_Iruzubieta_2018_NOV,C0BD,Iruzubieta,2018,NOV,82.7,,0,,19,,0.514,,0.222,,0.000,0.07992836087942123,16,,100,,2.7,,26.5,,10.5,,21.1,,15.9,,5.7,,12.3,0.03197130933403969,88.6,0.03410150483250618,36.2,0.3142375946044922,6.2,0.3985544741153717
4448,C0B7_Mañaria_2018_NOV,C0B7_Mañaria_2018_NOV,C0B7,Mañaria,2018,NOV,73.9,,0,,19,,0.625,,0.249,,0.000,0.10357711464166641,16,,95.7,,1.5,,20.6,,11.9,,20.4,,15.3,,7.9,,13.3,0.03805144876241684,77.0,0.02491120994091034,35.9,0.23717857897281647,6.2,0.5017113089561462
4451,C063_Muxika_2018_NOV,C063_Muxika_2018_NOV,C063,Muxika,2018,NOV,78.9,,0,,20,,0.568,,0.213,,0.000,0.11161015927791595,14,,87.6,,2.2,,27.7,,11.7,,23.3,,17.3,,6.6,,10.3,0.03216901049017906,61.9,0.03153757378458977,34.6,0.41036248207092285,5.1,0.41039690375328064
4453,C0BA_Oleta_2018_NOV,C0BA_Oleta_2018_NOV,C0BA,Oleta,2018,NOV,83.7,,0,,21,,0.798,,0.271,,0.000,0.08185780793428421,15,,96,,2.7,,23.9,,12.2,,23.6,,17.5,,8.0,,5.2,0.027674000710248947,77.0,0.037200331687927246,37.1,0.17736884951591492,15.2,0.21560277044773102
4463,C0B3_Urkizu_2018_NOV,C0B3_Urkizu_2018_NOV,C0B3,Urkizu,2018,NOV,77.2,,0,,20,,0.900,,0.314,,0.000,0.09785773605108261,13,,72,,2,,25.8,,11.7,,22.0,,16.8,,6.9,,14.0,0.02958344854414463,78.5,0.02531217224895954,35.1,0.10798921436071396,13.4,0.2665215730667114
4465,C0E5_Agauntza_2018_NOV,C0E5_Agauntza_2018_NOV,C0E5,Agauntza,2018,NOV,78.7,,0,,20,,0.590,,0.256,,0.000,0.1028222069144249,15,,86.9,,2.5,,16.9,,11.2,,19.6,,15.2,,6.9,,10.0,0.03522969037294388,61.9,0.027527980506420135,34.6,0.4468225836753845,15.7,0.23414312303066254
4466,C0DB_Aitzu_2018_NOV,C0DB_Aitzu_2018_NOV,C0DB,Aitzu,2018,NOV,80.0,,1,,18,,0.669,,0.227,,0.000,0.08957037329673767,15,,103.4,,1.6,,19.5,,9.6,,20.1,,14.5,,5.4,,6.8,0.046478819102048874,52.9,0.04230331629514694,31.6,0.22183068096637726,18.0,0.15095272660255432
4467,C0D3_Aixola_2018_NOV,C0D3_Aixola_2018_NOV,C0D3,Aixola,2018,NOV,80.8,,0,,19,,0.298,,0.092,,0.000,0.13599000871181488,15,,96.2,,2.5,,24.6,,9.9,,19.2,,14.3,,6.2,,7.1,0.02742285653948784,63.7,0.03736913576722145,35.0,0.09287434071302414,6.4,0.5708772540092468
4468,C0DD_Aizarnazabal_2018_NOV,C0DD_Aizarnazabal_2018_NOV,C0DD,Aizarnazabal,2018,NOV,77.5,,0,,20,,1.044,,0.477,,0.000,0.09345439821481705,15,,104.8,,2.3,,25.9,,11.8,,19.9,,15.3,,7.9,,6.7,0.03443780913949013,78.5,0.03239651396870613,41.0,0.11874055862426758,18.8,0.18517136573791504
4469,C0E9_Alegia_2018_NOV,C0E9_Alegia_2018_NOV,C0E9,Alegia,2018,NOV,90.9,,0,,19,,0.974,,0.433,,0.000,0.09358217567205429,13,,100.2,,2.8,,31.8,,10.8,,22.6,,17.1,,6.9,,7.2,0.028073187917470932,79.2,0.032133396714925766,42.4,0.17311204969882965,4.1,0.1863197237253189
4470,C078_Altzola_2018_NOV,C078_Altzola_2018_NOV,C078,Altzola,2018,NOV,79.0,,0,,20,,1.104,,0.564,,0.000,0.09550907462835312,16,,103.6,,1.6,,25,,11.8,,22.3,,16.5,,7.5,,5.7,0.035912834107875824,58.3,0.0407787561416626,36.0,0.39309239387512207,18.8,0.3099190294742584
4471,C052_Ameraun_2018_NOV,C052_Ameraun_2018_NOV,C052,Ameraun,2018,NOV,74.4,,0,,19,,0.860,,0.173,,0.000,0.10149311274290085,14,,157.9,,2.3,,52.2,,11.1,,19.8,,15.1,,7.2,,7.6,0.0363946333527565,77.0,0.02815329097211361,37.7,0.41497156023979187,6.2,0.27055931091308594
4473,C077_Andoain_2018_NOV,C077_Andoain_2018_NOV,C077,Andoain,2018,NOV,84.2,,0,,19,,0.886,,0.371,,0.000,0.09654120355844498,15,,120.2,,2.6,,40.2,,11.8,,21.6,,16.3,,7.4,,6.5,0.03436371684074402,67.0,0.021401410922408104,37.7,0.31295275688171387,14.5,0.16697897017002106
4474,C080_Añarbe_2018_NOV,C080_Añarbe_2018_NOV,C080,Añarbe,2018,NOV,84.8,,0,,18,,0.535,,0.330,,0.000,0.0816439837217331,14,,135.2,,2.3,,32.9,,10.9,,21.2,,16.1,,6.2,,6.5,0.03430217504501343,67.0,0.028272300958633423,35.2,0.4274398982524872,19.1,0.23829790949821472
4475,C0E8_Araxes_2018_NOV,C0E8_Araxes_2018_NOV,C0E8,Araxes,2018,NOV,84.9,,0,,19,,0.908,,0.322,,0.000,0.10062827169895172,13,,112.2,,2.5,,36.1,,10.5,,20.6,,15.4,,6.6,,14.5,0.05138102173805237,85.0,0.030149118974804878,32.8,0.41419586539268494,9.6,0.20996691286563873
4478,C0EA_Belauntza_2018_NOV,C0EA_Belauntza_2018_NOV,C0EA,Belauntza,2018,NOV,87.1,,0,,19,,0.540,,0.224,,0.000,0.08650190383195877,14,,115,,2.7,,40.1,,10.7,,20.9,,15.7,,6.7,,6.1,0.04213329404592514,88.6,0.025025105103850365,42.8,0.15522144734859467,9.5,0.2180650383234024
4481,C0F0_Ereñozu_2018_NOV,C0F0_Ereñozu_2018_NOV,C0F0,Ereñozu,2018,NOV,87.6,,0,,17,,0.774,,0.475,,0.000,0.0877499207854271,14,,114.3,,2.3,,30.6,,11.2,,20.5,,15.6,,7.6,,6.0,0.034775491803884506,61.9,0.03616824746131897,34.6,0.4031069576740265,5.8,0.1577109396457672
4483,C0E7_Estanda_2018_NOV,C0E7_Estanda_2018_NOV,C0E7,Estanda,2018,NOV,81.5,,0,,19,,0.462,,0.156,,0.000,0.1444530487060547,15,,77.1,,1,,17.8,,11.3,,21.2,,16.3,,6.9,,5.9,0.03796323761343956,54.4,0.029089856892824173,31.3,0.36732691526412964,4.2,0.16482101380825043
4488,C0DE_Matxinbenta_2018_NOV,C0DE_Matxinbenta_2018_NOV,C0DE,Matxinbenta,2018,NOV,81.9,,0,,19,,0.420,,0.148,,0.000,0.12585720419883728,15,,91.9,,1.8,,20.9,,10.4,,18.8,,14.4,,6.2,,14.5,0.041296303272247314,67.0,0.022334709763526917,45.2,0.21826323866844177,4.4,0.38026124238967896
4490,C0F4_Oiartzun_2018_NOV,C0F4_Oiartzun_2018_NOV,C0F4,Oiartzun,2018,NOV,77.6,,0,,16,,0.654,,0.291,,0.000,0.1189960166811943,12,,82.1,,2,,18.1,,12.2,,22.8,,17.2,,7.6,,5.5,0.03765501454472542,79.2,0.03397901728749275,36.6,0.2903968393802643,5.9,0.40006542205810547
4491,C0D1_Oñati_2018_NOV,C0D1_Oñati_2018_NOV,C0D1,Oñati,2018,NOV,81.1,,0,,18,,0.958,,0.364,,0.000,0.11046936362981796,15,,78.4,,1.4,,17.7,,11.2,,20.9,,16.0,,7.1,,6.0,0.04518567770719528,52.9,0.03060556761920452,31.8,0.4489782750606537,18.0,0.23271097242832184
4493,C0D2_San Prudentzio_2018_NOV,C0D2_San Prudentzio_2018_NOV,C0D2,San Prudentzio,2018,NOV,81.7,,0,,18,,0.862,,0.413,,0.000,0.09194404631853104,13,,80.7,,1.7,,17.6,,10.8,,21.1,,15.7,,7.0,,6.5,0.026801589876413345,52.9,0.02918713353574276,31.6,0.26573458313941956,4.5,0.12245956808328629
4495,C0D0_Urkulu_2018_NOV,C0D0_Urkulu_2018_NOV,C0D0,Urkulu,2018,NOV,74.6,,0,,19,,0.484,,0.148,,0.000,0.1326936036348343,15,,118.7,,1.5,,17.3,,10.8,,20.3,,14.7,,7.0,,6.1,0.031157532706856728,79.2,0.03147413209080696,36.6,0.17183518409729004,4.5,0.2238587737083435
4499,C076_Abetxuko_2016_DIC,C076_Abetxuko_2016_DIC,C076,Abetxuko,2016,DIC,93.0,,10,,8,,0.063,,0.046,,0.000,0.12067116051912308,4,,13.8,,0.4,,4.8,,5.1,,15.9,,9.8,,1.4,,5.7,0.03297822177410126,61.2,0.04540560394525528,32.3,0.49411311745643616,15.0,0.25803548097610474
4516,C055_Ozaeta_2016_DIC,C055_Ozaeta_2016_DIC,C055,Ozaeta,2016,DIC,91.8,,16,,9,,0.385,,0.314,,0.000,0.07584113627672195,3,,14,,0.5,,4.8,,5.0,,17.1,,10.9,,0.7,,4.8,0.04977165535092354,52.9,0.03453546017408371,31.3,0.27036765217781067,5.4,0.6458905935287476
4521,C0A0_Sarria_2016_DIC,C0A0_Sarria_2016_DIC,C0A0,Sarria,2016,DIC,96.1,,7,,8,,0.463,,0.165,,0.000,0.07978393882513046,7,,36.1,,1,,13,,6.1,,15.9,,11.0,,2.2,,14.6,0.03319085016846657,61.2,0.027882976457476616,28.1,0.20695708692073822,11.1,0.1221792995929718
4526,C0B1_Abusu (La Peña)_2016_DIC,C0B1_Abusu (La Peña)_2016_DIC,C0B1,Abusu (La Peña),2016,DIC,80.6,,1,,10,,0.502,,0.179,,0.000,0.09289511293172836,6,,37,,1.5,,19.6,,9.7,,18.9,,14.1,,6.1,,7.4,0.04239048436284065,61.2,0.06056012213230133,34.2,0.24800460040569305,6.1,0.438616544008255
4527,C079_Amorebieta_2016_DIC,C079_Amorebieta_2016_DIC,C079,Amorebieta,2016,DIC,88.2,,2,,7,,0.371,,0.303,,0.000,0.07267042994499207,4,,22.8,,0.9,,8.7,,8.3,,20.1,,14.4,,4.2,,6.1,0.03852924332022667,78.5,0.04698166996240616,40.4,0.32950276136398315,3.8,0.297069251537323
4528,C0C1_Aranguren_2016_DIC,C0C1_Aranguren_2016_DIC,C0C1,Aranguren,2016,DIC,86.4,,1,,6,,0.683,,0.461,,0.000,0.06336721032857895,5,,35.7,,1.5,,14.3,,10.0,,22.6,,16.8,,5.5,,6.8,0.048498716205358505,78.5,0.03129401057958603,31.4,0.38902202248573303,5.5,0.16387096047401428
4532,C0C2_Balmaseda_2016_DIC,C0C2_Balmaseda_2016_DIC,C0C2,Balmaseda,2016,DIC,86.6,,7,,12,,0.304,,0.270,,0.000,0.10588293522596359,5,,31.6,,5,,11.1,,5.7,,17.6,,11.4,,1.6,,7.0,0.033633746206760406,61.2,0.040272001177072525,36.6,0.22712798416614532,5.5,0.11266617476940155
4535,C0BE_Berriatua_2016_DIC,C0BE_Berriatua_2016_DIC,C0BE,Berriatua,2016,DIC,84.4,,0,,8,,0.230,,0.145,,0.000,0.07612866163253784,6,,20.5,,1.5,,7,,10.7,,21.2,,16.0,,6.9,,14.5,0.03750963136553764,61.2,0.026596320793032646,32.5,0.17186413705348969,10.1,0.30487969517707825
4540,C074_Elorrio_2016_DIC,C074_Elorrio_2016_DIC,C074,Elorrio,2016,DIC,86.9,,2,,8,,0.143,,0.115,,0.000,0.08348194509744644,6,,17.2,,0.6,,4.1,,8.9,,19.7,,13.4,,5.3,,5.5,0.04321179538965225,79.2,0.040374863892793655,34.9,0.6671818494796753,5.5,0.6283268332481384
4543,C0BD_Iruzubieta_2016_DIC,C0BD_Iruzubieta_2016_DIC,C0BD,Iruzubieta,2016,DIC,85.5,,2,,9,,0.175,,0.136,,0.000,0.09008197486400604,6,,23.8,,0.9,,6.2,,8.6,,19.7,,14.3,,4.4,,18.2,0.04593466594815254,78.5,0.03651738911867142,35.5,0.16461637616157532,6.1,0.23056749999523163
4546,C0B7_Mañaria_2016_DIC,C0B7_Mañaria_2016_DIC,C0B7,Mañaria,2016,DIC,82.3,,3,,7,,0.198,,0.151,,0.000,0.08508264273405075,5,,18.5,,0.6,,5.6,,8.0,,17.8,,11.7,,4.5,,6.8,0.04496997222304344,56.9,0.0360480397939682,41.0,0.19162172079086304,8.0,0.16628269851207733
4549,C063_Muxika_2016_DIC,C063_Muxika_2016_DIC,C063,Muxika,2016,DIC,81.7,,0,,9,,0.198,,0.147,,0.000,0.09105754643678665,5,,19.4,,0.8,,5.2,,10.6,,20.9,,16.7,,5.7,,14.7,0.049639537930488586,61.9,0.02176377922296524,27.1,0.19394928216934204,4.3,0.18003667891025543
4551,C0BA_Oleta_2016_DIC,C0BA_Oleta_2016_DIC,C0BA,Oleta,2016,DIC,92.1,,0,,9,,0.192,,0.144,,0.000,0.09405305236577988,7,,19.7,,0.8,,7,,10.4,,21.9,,16.0,,6.5,,8.6,0.03019092231988907,67.0,0.03133733570575714,43.8,0.20441193878650665,5.0,0.14545172452926636
4557,C0B9_Sangroniz_2016_DIC,C0B9_Sangroniz_2016_DIC,C0B9,Sangroniz,2016,DIC,85.2,,3,,10,,0.981,,0.410,,0.000,0.0863737240433693,6,,42.1,,1.7,,18.7,,9.4,,19.4,,14.7,,4.8,,5.7,0.04503416270017624,73.8,0.028033733367919922,33.4,0.20029328763484955,15.0,0.5387488007545471
4561,C0B3_Urkizu_2016_DIC,C0B3_Urkizu_2016_DIC,C0B3,Urkizu,2016,DIC,86.1,,3,,7,,0.379,,0.203,,0.000,0.06981465965509415,5,,23.8,,0.8,,12.3,,8.8,,18.3,,14.3,,4.3,,5.7,0.04505150392651558,78.5,0.048384178429841995,33.4,0.11135327070951462,10.8,0.23035664856433868
4563,C0E5_Agauntza_2016_DIC,C0E5_Agauntza_2016_DIC,C0E5,Agauntza,2016,DIC,83.5,,4,,7,,0.263,,0.168,,0.000,0.08825427293777466,5,,13,,0.7,,4.1,,8.3,,18.8,,13.4,,4.4,,9.5,0.06459538638591766,67.3,0.027637872844934464,41.4,0.16183535754680634,5.1,0.39016905426979065
4564,C0DB_Aitzu_2016_DIC,C0DB_Aitzu_2016_DIC,C0DB,Aitzu,2016,DIC,85.8,,5,,7,,0.174,,0.134,,0.000,0.08489896357059479,6,,21.1,,0.4,,4.5,,6.7,,18.1,,13.0,,2.6,,6.2,0.034494780004024506,56.9,0.04244113713502884,28.1,0.16584642231464386,5.8,0.24642999470233917
4565,C0D3_Aixola_2016_DIC,C0D3_Aixola_2016_DIC,C0D3,Aixola,2016,DIC,87.4,,1,,7,,0.087,,0.062,,0.000,0.07476737350225449,5,,18.9,,0.7,,4.6,,7.7,,16.8,,12.4,,4.6,,6.1,0.05415087938308716,63.4,0.03618934378027916,37.7,0.2559554874897003,4.0,0.3831598460674286
4566,C0DD_Aizarnazabal_2016_DIC,C0DD_Aizarnazabal_2016_DIC,C0DD,Aizarnazabal,2016,DIC,84.9,,0,,8,,0.414,,0.335,,0.000,0.07282888144254684,5,,21.4,,1.2,,8.6,,9.5,,18.1,,13.3,,6.0,,10.5,0.038749322295188904,61.9,0.035325270146131516,32.8,0.6460976600646973,19.1,0.49289843440055847
4567,C0E9_Alegia_2016_DIC,C0E9_Alegia_2016_DIC,C0E9,Alegia,2016,DIC,94.0,,2,,9,,0.410,,0.287,,0.000,0.059208691120147705,6,,16.4,,0.4,,4.6,,7.5,,18.4,,13.5,,4.1,,11.0,0.03694773092865944,70.2,0.03167935088276863,34.9,0.14035195112228394,10.4,0.476048082113266
4568,C078_Altzola_2016_DIC,C078_Altzola_2016_DIC,C078,Altzola,2016,DIC,83.0,,2,,7,,0.466,,0.359,,0.000,0.0817938819527626,7,,23.8,,0.9,,6.3,,9.1,,18.8,,14.1,,5.7,,5.7,0.038403358310461044,78.5,0.02419596165418625,40.4,0.4040986895561218,9.5,0.6109207272529602
4569,C052_Ameraun_2016_DIC,C052_Ameraun_2016_DIC,C052,Ameraun,2016,DIC,78.8,,4,,7,,0.129,,0.025,,0.000,0.09211243689060211,6,,30.7,,1.4,,10.9,,8.2,,17.2,,12.9,,4.3,,5.1,0.049501363188028336,78.5,0.02524563856422901,38.5,0.12365084886550903,5.1,0.7253835797309875
4570,C0E1_Amundarain_2016_DIC,C0E1_Amundarain_2016_DIC,C0E1,Amundarain,2016,DIC,88.6,,8,,8,,0.371,,0.201,,0.000,0.07300537079572678,4,,12.2,,0.7,,4,,7.5,,19.6,,13.6,,2.9,,6.0,0.032615721225738525,61.2,0.035393498837947845,38.0,0.43433400988578796,4.6,0.21646648645401
4571,C077_Andoain_2016_DIC,C077_Andoain_2016_DIC,C077,Andoain,2016,DIC,84.1,,2,,7,,0.447,,0.318,,0.000,0.066118985414505,5,,24.3,,0.9,,11.7,,9.0,,19.5,,14.4,,5.0,,5.7,0.04357758164405823,79.2,0.03577785566449165,39.2,0.4317651391029358,18.8,0.3361884355545044
4572,C080_Añarbe_2016_DIC,C080_Añarbe_2016_DIC,C080,Añarbe,2016,DIC,89.2,,6,,6,,0.322,,0.200,,0.000,0.0689019039273262,5,,28.7,,0.5,,11.7,,7.6,,19.9,,14.3,,3.1,,8.6,0.03216450661420822,55.8,0.029249226674437523,36.3,0.2649470865726471,4.8,0.30760449171066284
4576,C0EA_Belauntza_2016_DIC,C0EA_Belauntza_2016_DIC,C0EA,Belauntza,2016,DIC,93.4,,2,,7,,0.253,,0.196,,0.000,0.06832362711429596,6,,32.6,,1.3,,13.5,,8.5,,19.7,,13.3,,5.2,,5.0,0.05510367080569267,78.5,0.03696514666080475,41.0,0.29497238993644714,4.7,0.23366744816303253
4579,C0F0_Ereñozu_2016_DIC,C0F0_Ereñozu_2016_DIC,C0F0,Ereñozu,2016,DIC,88.5,,2,,6,,0.582,,0.468,,0.000,0.06721536070108414,4,,23,,1.1,,12.1,,8.6,,19.8,,12.9,,5.1,,4.6,0.05506265535950661,61.9,0.0514388270676136,27.1,0.2747347354888916,4.7,0.29892799258232117
4580,C0E7_Estanda_2016_DIC,C0E7_Estanda_2016_DIC,C0E7,Estanda,2016,DIC,86.4,,3,,7,,0.136,,0.111,,0.000,0.08414566516876221,6,,13,,0.6,,3.8,,8.1,,19.4,,14.4,,3.9,,9.1,0.05534675717353821,78.5,0.03809491544961929,37.3,0.3419487774372101,4.7,0.4418657720088959
4585,C0DE_Matxinbenta_2016_DIC,C0DE_Matxinbenta_2016_DIC,C0DE,Matxinbenta,2016,DIC,89.9,,0,,7,,0.118,,0.087,,0.000,0.09713833779096603,6,,27.4,,0.9,,5.6,,9.9,,19.3,,14.0,,6.2,,7.1,0.025744982063770294,63.7,0.026804938912391663,41.8,0.18105430901050568,3.9,0.11340800672769547
4587,C0F4_Oiartzun_2016_DIC,C0F4_Oiartzun_2016_DIC,C0F4,Oiartzun,2016,DIC,75.6,,1,,5,,0.308,,0.225,,0.000,0.08384434133768082,4,,19.2,,0.8,,9.5,,9.8,,21.3,,15.8,,5.1,,8.6,0.036225881427526474,61.9,0.038743723183870316,35.3,0.1563718318939209,4.5,0.17524917423725128
4588,C0D1_Oñati_2016_DIC,C0D1_Oñati_2016_DIC,C0D1,Oñati,2016,DIC,88.8,,3,,8,,0.299,,0.205,,0.000,0.0733756497502327,6,,17.2,,0.4,,4.3,,7.3,,18.8,,12.9,,3.7,,14.3,0.0594254732131958,61.2,0.05481771379709244,32.3,0.6937452554702759,4.3,0.2472972571849823
4592,C0D0_Urkulu_2016_DIC,C0D0_Urkulu_2016_DIC,C0D0,Urkulu,2016,DIC,84.6,,4,,7,,0.134,,0.071,,0.000,0.09533943235874176,5,,14.7,,0.4,,3.8,,7.3,,17.5,,12.6,,3.9,,9.1,0.04040262848138809,67.0,0.038412291556596756,41.8,0.3435148596763611,9.7,0.2550170421600342
