merge_cod,freez,hum,lev_max,lev_mid,lev_min,rain,rain_1mm,rain_cum,rain_max_10,rain_max_day,sun,temp_avg,temp_max_abs,temp_max_avg,temp_min_abs,wind_avg,wind_max,wind_max_avg,code_merge,codigo, estacion,year,month
C074_Elorrio_2017_JUL,0,82.2,0.330,0.116,,14,8,60.9,3.2,19.8,,20.5,37.9,26.4,15.8,,,,C074_Elorrio_2017_JUL,C074,Elorrio,2017,JUL
C009_Galdakao_2017_JUL,0,,,,,,,,,,,,,,,,,,C009_Galdakao_2017_JUL,C009,Galdakao,2017,JUL
C038_Galindo_2017_JUL,0,75.9,,,,15,5,41.9,1.8,11.3,,20.4,34.3,24.8,16.9,6.1,46.1,29.4,C038_Galindo_2017_JUL,C038,Galindo,2017,JUL
C033_Igorre_2017_JUL,0,80.0,,,,14,10,69.6,3.8,21,18.0,19.8,36.7,25.5,15.1,6.1,52.9,31.6,C033_Igorre_2017_JUL,C033,Igorre,2017,JUL
C0BD_Iruzubieta_2017_JUL,0,83.3,0.344,0.130,,16,7,55.3,1.6,18.8,,18.9,35.9,24.2,14.4,,,,C0BD_Iruzubieta_2017_JUL,C0BD,Iruzubieta,2017,JUL
C036_Iurreta_2017_JUL,0,86.2,,,,13,7,67.1,8.4,27.7,18.9,19.7,36.7,25.2,15.2,8.7,57.2,33.2,C036_Iurreta_2017_JUL,C036,Iurreta,2017,JUL
C045_La Garbea_2017_JUL,0,91.2,,,,16,6,46.3,2.7,20.6,,16.9,32.8,21.9,13.4,14.5,66.6,39.6,C045_La Garbea_2017_JUL,C045,La Garbea,2017,JUL
C0B7_Mañaria_2017_JUL,0,77.4,0.414,0.157,,14,7,59.5,7.5,24,,19.9,37.0,25.8,14.9,,,,C0B7_Mañaria_2017_JUL,C0B7,Mañaria,2017,JUL
C019_Matxitxako_2017_JUL,0,88.0,,,,18,12,69.3,3.4,16.4,16.5,17.7,29.6,21.2,15.3,19.1,84.6,43.9,C019_Matxitxako_2017_JUL,C019,Matxitxako,2017,JUL
C057_Mungia_2017_JUL,0,84.7,1.116,0.350,,12,7,40.5,4.3,15.9,18.2,21.1,37.4,25.8,17.1,6.6,60.1,31.4,C057_Mungia_2017_JUL,C057,Mungia,2017,JUL
C063_Muxika_2017_JUL,0,81.1,0.372,0.135,,13,7,51.3,2.7,16.3,,19.9,35.6,25.4,15.0,,,,C063_Muxika_2017_JUL,C063,Muxika,2017,JUL
C046_Oiz_2017_JUL,0,86.8,,,,21,14,65.6,1.3,13.6,,15.3,30.2,18.7,12.3,22.1,90.4,48.4,C046_Oiz_2017_JUL,C046,Oiz,2017,JUL
C0BA_Oleta_2017_JUL,0,83.3,0.436,0.137,,16,5,46.1,3.3,12.8,,19.8,36.5,24.4,15.9,,,,C0BA_Oleta_2017_JUL,C0BA,Oleta,2017,JUL
C059_Ordunte_2017_JUL,0,79.8,,,,7,3,38,5.6,16.6,,18.7,35.1,24.0,14.1,5.8,63.4,36.1,C059_Ordunte_2017_JUL,C059,Ordunte,2017,JUL
C072_Orduña_2017_JUL,0,84.8,,,,21,11,52.5,1.5,16.5,,15.6,31.9,19.6,12.1,16.7,97.2,48.5,C072_Orduña_2017_JUL,C072,Orduña,2017,JUL
C0B4_Orozko_2017_JUL,0,81.0,0.124,0.034,,13,7,45.7,13,20.2,,19.2,37.4,25.1,14.6,4.9,137.5,30.7,C0B4_Orozko_2017_JUL,C0B4,Orozko,2017,JUL
C054_Otxandio_2017_JUL,0,81.2,0.347,0.080,,11,4,39.9,3.8,17.6,20.0,17.6,33.5,23.5,12.4,6.8,43.2,29.3,C054_Otxandio_2017_JUL,C054,Otxandio,2017,JUL
C042_Punta Galea_2017_JUL,0,82.2,,,,12,7,28.8,2.5,12.3,19.8,19.8,32.1,22.9,17.3,13.7,78.1,37.6,C042_Punta Galea_2017_JUL,C042,Punta Galea,2017,JUL
C0B9_Sangroniz_2017_JUL,0,84.0,1.123,0.384,,15,8,49.5,3.1,13.8,,19.4,36.7,24.6,15.0,,,,C0B9_Sangroniz_2017_JUL,C0B9,Sangroniz,2017,JUL
C0C3_Sodupe_2017_JUL,0,78.1,,,,10,5,51.9,6.5,27.9,,19.8,37.9,25.4,15.5,7.2,60.1,33.1,C0C3_Sodupe_2017_JUL,C0C3,Sodupe,2017,JUL
C066_Untzueta_2017_JUL,0,84.9,,,,,,,,,,16.7,32.5,21.3,13.2,13.6,101.5,42.3,C066_Untzueta_2017_JUL,C066,Untzueta,2017,JUL
C022_Urkiola_2017_JUL,0,86.3,,,,19,11,68.9,2.6,18.8,17.5,15.8,31.3,20.5,11.8,6.7,67.3,30.0,C022_Urkiola_2017_JUL,C022,Urkiola,2017,JUL
C0B3_Urkizu_2017_JUL,0,79.9,0.452,0.221,,15,10,58.4,3.9,16.1,,19.5,36.1,25.2,14.8,,,,C0B3_Urkizu_2017_JUL,C0B3,Urkizu,2017,JUL
C037_Venta Alta_2017_JUL,0,87.5,,,,15,7,62.8,6.8,23.3,17.9,19.5,36.2,24.6,15.5,7.7,47.5,32.9,C037_Venta Alta_2017_JUL,C037,Venta Alta,2017,JUL
C0E5_Agauntza_2017_JUL,0,78.2,0.295,0.158,,13,6,36.9,2.9,8.5,,19.9,35.4,25.4,15.5,,,,C0E5_Agauntza_2017_JUL,C0E5,Agauntza,2017,JUL
C0DB_Aitzu_2017_JUL,0,79.0,0.509,0.125,,12,7,59.3,4.7,20.7,,18.9,35.2,25.2,13.8,,,,C0DB_Aitzu_2017_JUL,C0DB,Aitzu,2017,JUL
C0D3_Aixola_2017_JUL,0,85.2,0.233,0.094,,16,7,58.9,3.4,16.2,,18.6,35.6,24.1,14.2,,,,C0D3_Aixola_2017_JUL,C0D3,Aixola,2017,JUL
C0DD_Aizarnazabal_2017_JUL,0,82.8,0.502,0.316,,16,7,53.7,3,14.2,,19.4,35.4,24.0,15.6,,,,C0DD_Aizarnazabal_2017_JUL,C0DD,Aizarnazabal,2017,JUL
C0E9_Alegia_2017_JUL,0,80.1,0.542,0.261,,9,5,44.2,6.1,21.7,,20.7,39.5,26.6,16.2,,,,C0E9_Alegia_2017_JUL,C0E9,Alegia,2017,JUL
C078_Altzola_2017_JUL,0,81.4,0.652,0.337,,14,6,55.1,7,11.8,,19.4,35.7,24.0,15.8,,,,C078_Altzola_2017_JUL,C078,Altzola,2017,JUL
C052_Ameraun_2017_JUL,0,82.4,0.335,,,15,12,83.5,6.5,23.7,,18.4,34.6,23.5,14.4,,,,C052_Ameraun_2017_JUL,C052,Ameraun,2017,JUL
C0E1_Amundarain_2017_JUL,0,80.9,0.479,0.169,,13,6,31.4,4,9,,19.9,36.0,25.2,15.1,,,,C0E1_Amundarain_2017_JUL,C0E1,Amundarain,2017,JUL
C077_Andoain_2017_JUL,0,85.4,0.448,0.276,,16,9,52.9,3.5,14.9,,19.4,36.8,23.7,15.6,,,,C077_Andoain_2017_JUL,C077,Andoain,2017,JUL
C080_Añarbe_2017_JUL,0,91.0,0.581,0.231,,15,10,104.3,2.4,36.1,,19.0,36.3,24.4,14.8,,,,C080_Añarbe_2017_JUL,C080,Añarbe,2017,JUL
C0E8_Araxes_2017_JUL,0,81.5,0.379,0.225,,11,7,41,4.4,16.8,,20.2,37.0,25.4,15.9,,,,C0E8_Araxes_2017_JUL,C0E8,Araxes,2017,JUL
C023_Arrasate_2017_JUL,0,73.8,,,,8,4,36.2,7.8,19,19.1,19.4,36.6,25.2,14.6,6.3,65.9,37.8,C023_Arrasate_2017_JUL,C023,Arrasate,2017,JUL
C084_Behobia_2017_JUL,0,81.3,,,,10,7,52.2,2.3,19.3,,20.9,35.2,24.5,17.9,,,,C084_Behobia_2017_JUL,C084,Behobia,2017,JUL
C0EA_Belauntza_2017_JUL,0,82.8,0.264,0.171,,15,9,54.5,8,22.4,,20.7,37.4,25.9,16.6,,,,C0EA_Belauntza_2017_JUL,C0EA,Belauntza,2017,JUL
C026_Berastegi_2017_JUL,0,85.1,,,,15,9,82.8,9.3,24.2,,18.1,34.4,23.4,13.2,6.1,57.2,30.0,C026_Berastegi_2017_JUL,C026,Berastegi,2017,JUL
C058_Bidania_2017_JUL,0,82.8,,,,19,8,62.4,7,21.4,18.5,17.2,32.0,21.7,13.4,7.7,64.4,31.3,C058_Bidania_2017_JUL,C058,Bidania,2017,JUL
C0F0_Ereñozu_2017_JUL,0,88.3,0.542,0.362,,15,11,73.3,4.3,17.5,,19.3,34.1,23.3,16.0,,,,C0F0_Ereñozu_2017_JUL,C0F0,Ereñozu,2017,JUL
C0F1_Eskas_2017_JUL,,,,,,,,,,,,,,,,,,,C0F1_Eskas_2017_JUL,C0F1,Eskas,2017,JUL
C0E7_Estanda_2017_JUL,0,75.3,0.473,0.098,,11,6,37,4.3,17.4,,20.6,36.6,26.4,15.9,,,,C0E7_Estanda_2017_JUL,C0E7,Estanda,2017,JUL
C018_Higer_2017_JUL,0,80.0,,,,,,,,,19.5,20.5,37.2,23.8,17.9,10.5,68.4,34.2,C018_Higer_2017_JUL,C018,Higer,2017,JUL
C0DC_Ibai Eder_2017_JUL,0,87.5,0.226,0.146,,12,8,41.8,3.2,16.2,18.7,21.5,39.3,26.7,17.0,,,,C0DC_Ibai Eder_2017_JUL,C0DC,Ibai Eder,2017,JUL
C071_Jaizkibel_2017_JUL,0,88.7,,,,,,,,,,18.3,33.4,21.5,15.5,17.2,100.8,41.4,C071_Jaizkibel_2017_JUL,C071,Jaizkibel,2017,JUL
C0EC_Lasarte_2017_JUL,0,82.2,0.600,0.397,,14,11,64.6,2.4,18.4,16.7,19.8,37.1,24.0,16.2,5.2,55.4,24.3,C0EC_Lasarte_2017_JUL,C0EC,Lasarte,2017,JUL
C0DE_Matxinbenta_2017_JUL,0,87.9,0.276,0.085,,12,8,65.7,6.8,28.2,,20.8,37.1,25.7,16.8,,,,C0DE_Matxinbenta_2017_JUL,C0DE,Matxinbenta,2017,JUL
C017_Miramon_2017_JUL,0,89.1,,,,15,9,64.9,2.9,16.9,,19.9,37.2,24.2,16.4,7.5,49.7,28.3,C017_Miramon_2017_JUL,C017,Miramon,2017,JUL
C0F4_Oiartzun_2017_JUL,0,79.7,0.559,0.201,,12,8,66.4,3.3,20.1,,20.4,37.0,24.7,16.8,,,,C0F4_Oiartzun_2017_JUL,C0F4,Oiartzun,2017,JUL
C0D1_Oñati_2017_JUL,0,79.6,0.540,0.183,,12,5,38.4,2.9,14.3,,20.0,36.9,26.0,15.3,,,,C0D1_Oñati_2017_JUL,C0D1,Oñati,2017,JUL
C043_Ordizia_2017_JUL,0,84.4,,,,10,6,48.9,6.5,21.3,18.4,20.6,36.9,25.9,16.1,5.5,106.9,31.1,C043_Ordizia_2017_JUL,C043,Ordizia,2017,JUL
C0D2_San Prudentzio_2017_JUL,0,75.0,0.667,0.243,,12,5,40.8,3.3,12.8,,20.3,37.4,26.2,15.7,,,,C0D2_San Prudentzio_2017_JUL,C0D2,San Prudentzio,2017,JUL
C007_Santa Clara_2017_JUL,0,88.0,,,,,,,,,17.7,19.9,36.1,22.8,17.3,11.0,81.7,35.2,C007_Santa Clara_2017_JUL,C007,Santa Clara,2017,JUL
C0D0_Urkulu_2017_JUL,0,79.9,0.374,0.085,,16,9,73.4,9.9,36.9,,19.1,34.7,25.5,14.2,,,,C0D0_Urkulu_2017_JUL,C0D0,Urkulu,2017,JUL
C064_Zarautz_2017_JUL,0,83.3,,,,15,7,39.9,1.7,11.2,,19.6,35.6,23.4,16.7,11.1,60.5,32.7,C064_Zarautz_2017_JUL,C064,Zarautz,2017,JUL
C028_Zegama_2017_JUL,0,83.0,,,,15,10,42.1,3.7,12,,19.4,34.4,24.8,14.9,7.0,104.4,34.2,C028_Zegama_2017_JUL,C028,Zegama,2017,JUL
C029_Zizurkil_2017_JUL,0,84.6,,,,14,8,48.3,3.9,12.2,16.6,20.3,37.9,25.1,16.3,5.8,83.2,31.5,C029_Zizurkil_2017_JUL,C029,Zizurkil,2017,JUL
C076_Abetxuko_2018_JUL,0,82.1,0.157,0.076,,9,7,66.7,12,28.3,,20.0,31.7,27.4,14.3,,,,C076_Abetxuko_2018_JUL,C076,Abetxuko,2018,JUL
C0A4_Albaina_2018_JUL,0,77.5,0.275,0.191,,,,,,,,19.3,32.3,27.0,12.9,,,,C0A4_Albaina_2018_JUL,C0A4,Albaina,2018,JUL
C056_Alegria_2018_JUL,0,78.3,1.385,0.639,,9,7,48.4,5.6,13.4,,19.5,30.8,25.9,14.0,5.9,46.1,29.8,C056_Alegria_2018_JUL,C056,Alegria,2018,JUL
C035_Altube_2018_JUL,0,86.1,,,,14,9,80.2,19,35.2,21.4,18.1,28.9,23.6,13.4,6.7,64.8,30.7,C035_Altube_2018_JUL,C035,Altube,2018,JUL
C0A3_Antoñana_2018_JUL,0,79.4,0.577,0.461,,,,,,,,19.6,32.3,27.8,12.5,,,,C0A3_Antoñana_2018_JUL,C0A3,Antoñana,2018,JUL
C016_Arkauti_2018_JUL,0,,,,,10,8,82.1,10.7,36.1,21.9,19.3,30.3,25.6,14.4,8.3,72.4,37.8,C016_Arkauti_2018_JUL,C016,Arkauti,2018,JUL
C025_Beluntza_2018_JUL,0,91.5,,,,,,,,,,17.5,28.2,23.3,13.6,14.0,110.9,44.6,C025_Beluntza_2018_JUL,C025,Beluntza,2018,JUL
C0A2_Egino_2018_JUL,0,83.1,0.560,0.161,,,,,,,,18.7,28.2,24.4,13.6,,,,C0A2_Egino_2018_JUL,C0A2,Egino,2018,JUL
C034_Espejo_2018_JUL,0,79.4,,,,13,8,113.7,16.9,45.1,,20.1,32.3,27.6,13.9,5.3,65.2,33.2,C034_Espejo_2018_JUL,C034,Espejo,2018,JUL
C0AA_Etura_2018_JUL,0,86.8,0.400,0.173,,9,7,65.7,10.5,21.8,22.5,19.3,30.8,25.8,13.3,7.9,96.5,36.1,C0AA_Etura_2018_JUL,C0AA,Etura,2018,JUL
C067_Gardea_2018_JUL,0,78.4,0.676,0.184,,15,6,74.6,19.3,51.7,,21.1,31.3,26.6,16.7,4.4,45.7,27.0,C067_Gardea_2018_JUL,C067,Gardea,2018,JUL
C040_Gasteiz_2018_JUL,0,83.1,,,,,,,,,22.3,20.6,31.6,25.8,16.8,8.6,71.3,39.3,C040_Gasteiz_2018_JUL,C040,Gasteiz,2018,JUL
C044_Gorbea_2018_JUL,0,89.3,,,,12,7,47.7,7.8,16.9,,17.6,27.1,22.5,13.4,,,,C044_Gorbea_2018_JUL,C044,Gorbea,2018,JUL
C048_Herrera_2018_JUL,0,86.6,,,,13,6,72.3,12.3,22.7,21.0,17.5,29.1,23.1,13.5,11.9,69.1,41.2,C048_Herrera_2018_JUL,C048,Herrera,2018,JUL
C068_Ilarduia_2018_JUL,0,78.7,,,,12,7,104.3,8.4,28.8,,19.5,29.8,25.4,14.3,13.6,81.4,50.8,C068_Ilarduia_2018_JUL,C068,Ilarduia,2018,JUL
C024_Iturrieta_2018_JUL,0,83.6,,,,15,7,88.3,7.9,29.6,22.5,17.0,28.1,23.5,11.1,9.0,61.9,35.3,C024_Iturrieta_2018_JUL,C024,Iturrieta,2018,JUL
C00A_Kanpezu_2018_JUL,0,74.0,,,,,,,,,23.5,20.9,33.0,28.5,14.4,8.9,61.2,36.0,C00A_Kanpezu_2018_JUL,C00A,Kanpezu,2018,JUL
C047_Kapildui_2018_JUL,0,86.9,,,,17,10,70,7.3,17.2,,17.1,27.3,22.5,13.3,13.8,65.9,39.1,C047_Kapildui_2018_JUL,C047,Kapildui,2018,JUL
C031_Moreda_2018_JUL,0,66.9,,,,8,5,106.4,11.1,39.4,25.2,22.7,35.1,29.9,17.2,11.1,67.3,43.4,C031_Moreda_2018_JUL,C031,Moreda,2018,JUL
C041_Navarrete_2018_JUL,0,82.0,,,,10,6,43.1,4.1,9.9,21.8,19.3,31.5,26.7,12.9,5.7,62.6,27.9,C041_Navarrete_2018_JUL,C041,Navarrete,2018,JUL
C055_Ozaeta_2018_JUL,0,81.2,0.401,0.052,,8,8,76.2,8.6,20.8,,18.7,29.6,25.2,13.1,,,,C055_Ozaeta_2018_JUL,C055,Ozaeta,2018,JUL
C060_Páganos_2018_JUL,0,70.6,,,,10,7,59.4,4.8,17.6,24.1,20.9,32.4,27.6,15.5,6.4,70.9,35.5,C060_Páganos_2018_JUL,C060,Páganos,2018,JUL
C0A1_Pagoeta_2018_JUL,0,79.3,0.372,0.225,,,,,,,,18.4,31.2,25.3,12.6,,,,C0A1_Pagoeta_2018_JUL,C0A1,Pagoeta,2018,JUL
C021_Roitegi_2018_JUL,0,85.3,,,,,,,,,,17.5,29.2,23.8,11.9,10.8,69.5,38.5,C021_Roitegi_2018_JUL,C021,Roitegi,2018,JUL
C030_Salvatierra_2018_JUL,0,78.4,,,,10,7,84,13.7,28.1,21.2,19.4,31.3,27.1,13.2,6.9,63.0,35.2,C030_Salvatierra_2018_JUL,C030,Salvatierra,2018,JUL
C051_Saratxo_2018_JUL,0,78.4,0.833,0.147,,10,7,51.3,5.5,12,18.8,21.1,32.0,26.7,16.5,5.5,36.4,26.9,C051_Saratxo_2018_JUL,C051,Saratxo,2018,JUL
C0A0_Sarria_2018_JUL,0,83.7,0.686,0.150,,13,9,66.1,9.8,23.5,,18.0,29.6,25.0,12.4,,,,C0A0_Sarria_2018_JUL,C0A0,Sarria,2018,JUL
C049_Subijana_2018_JUL,0,74.4,,,,10,9,65.3,6.9,24.6,,19.8,33.0,26.3,14.6,,,,C049_Subijana_2018_JUL,C049,Subijana,2018,JUL
C00B_Tobillas_2018_JUL,0,80.3,,,,11,7,74.9,13.2,20.3,19.8,18.5,30.6,25.4,12.9,5.7,55.1,31.9,C00B_Tobillas_2018_JUL,C00B,Tobillas,2018,JUL
C020_Trebiño_2018_JUL,0,77.6,,,,8,6,59,7,21.8,22.2,19.6,33.1,27.3,13.4,6.7,62.6,38.2,C020_Trebiño_2018_JUL,C020,Trebiño,2018,JUL
C070_Zaldiaran_2018_JUL,0,85.8,,,,14,6,54.6,9.6,19,,17.4,28.8,22.8,13.9,19.7,85.7,45.1,C070_Zaldiaran_2018_JUL,C070,Zaldiaran,2018,JUL
C050_Zambrana_2018_JUL,0,72.2,,,,9,7,67.5,7.7,16.5,21.6,21.4,33.9,28.6,15.6,8.7,76.0,39.8,C050_Zambrana_2018_JUL,C050,Zambrana,2018,JUL
C0B1_Abusu (La Peña)_2018_JUL,0,85.7,1.516,0.231,,16,9,53.9,7.7,17.1,,20.8,31.2,25.1,17.1,,,,C0B1_Abusu (La Peña)_2018_JUL,C0B1,Abusu (La Peña),2018,JUL
C079_Amorebieta_2018_JUL,0,80.9,1.282,0.363,,16,11,88.6,11.2,35.9,,21.0,29.6,25.6,17.0,,,,C079_Amorebieta_2018_JUL,C079,Amorebieta,2018,JUL
C0C1_Aranguren_2018_JUL,0,78.9,0.738,0.526,,13,5,38.1,6.3,21.8,,21.7,33.1,27.4,17.4,,,,C0C1_Aranguren_2018_JUL,C0C1,Aranguren,2018,JUL
C061_Arboleda_2018_JUL,0,,,,,15,10,58.7,1.2,12.2,15.5,19.8,27.8,24.0,16.3,6.1,45.4,25.3,C061_Arboleda_2018_JUL,C061,Arboleda,2018,JUL
C032_Areta_2018_JUL,0,79.5,0.900,0.263,,14,7,62.7,20.6,45.3,,21.2,31.6,26.7,16.5,4.4,37.1,29.0,C032_Areta_2018_JUL,C032,Areta,2018,JUL
C002_Arteaga_2018_JUL,0,84.4,,,,15,11,71,5.2,19.3,18.2,21.4,30.2,25.8,17.5,4.1,36.4,26.3,C002_Arteaga_2018_JUL,C002,Arteaga,2018,JUL
C0C2_Balmaseda_2018_JUL,0,81.9,0.317,0.276,,11,7,29.9,7.9,17,,20.3,30.4,26.0,15.4,,,,C0C2_Balmaseda_2018_JUL,C0C2,Balmaseda,2018,JUL
C069_Bermeo_2018_JUL,0,94.7,,,,16,7,79.6,12.1,27.9,19.3,21.6,28.9,24.7,18.8,8.5,69.1,31.5,C069_Bermeo_2018_JUL,C069,Bermeo,2018,JUL
C0B6_Berna_2018_JUL,0,86.1,,,,16,12,100.6,11.9,51.8,,20.8,31.5,26.8,16.2,,,,C0B6_Berna_2018_JUL,C0B6,Berna,2018,JUL
C0BE_Berriatua_2018_JUL,0,86.5,0.433,0.197,,18,11,73.5,2.3,15.1,,21.6,28.6,25.5,17.9,,,,C0BE_Berriatua_2018_JUL,C0BE,Berriatua,2018,JUL
C065_Cerroja_2018_JUL,0,91.2,,,,21,10,46.2,2.4,7.9,15.7,17.6,27.0,21.7,14.8,8.3,53.3,31.9,C065_Cerroja_2018_JUL,C065,Cerroja,2018,JUL
C003_Derio_2018_JUL,0,82.8,,,,16,10,64.3,10.9,26.1,16.5,21.5,31.5,26.1,17.3,5.1,61.9,27.1,C003_Derio_2018_JUL,C003,Derio,2018,JUL
C039_Deusto_2018_JUL,0,87.9,,,,11,8,25.6,1.7,8.1,17.8,21.8,30.3,24.9,18.9,9.0,42.5,31.0,C039_Deusto_2018_JUL,C039,Deusto,2018,JUL
C075_Eitzaga_2018_JUL,0,87.9,,,,17,12,82.2,4.9,15.1,,20.8,31.3,28.0,16.3,4.6,51.5,25.5,C075_Eitzaga_2018_JUL,C075,Eitzaga,2018,JUL
C074_Elorrio_2018_JUL,0,85.7,0.462,0.136,,15,10,84.4,8.1,21.7,,21.7,31.2,26.9,17.6,,,,C074_Elorrio_2018_JUL,C074,Elorrio,2018,JUL
C009_Galdakao_2018_JUL,0,78.0,2.439,0.584,,15,9,44.3,2.9,11.5,,22.1,31.7,26.7,18.3,,,,C009_Galdakao_2018_JUL,C009,Galdakao,2018,JUL
C038_Galindo_2018_JUL,0,81.1,,,,14,6,33,1.3,11.6,,22.1,30.1,26.0,18.6,5.9,41.0,28.7,C038_Galindo_2018_JUL,C038,Galindo,2018,JUL
C033_Igorre_2018_JUL,0,82.7,,,,16,11,82,14.9,31.7,,21.0,31.0,26.5,16.8,,60.1,,C033_Igorre_2018_JUL,C033,Igorre,2018,JUL
C0BD_Iruzubieta_2018_JUL,0,86.2,0.542,0.173,,17,13,119.8,10,35.8,,20.3,28.4,25.0,15.9,,,,C0BD_Iruzubieta_2018_JUL,C0BD,Iruzubieta,2018,JUL
C036_Iurreta_2018_JUL,0,82.2,,,,15,11,71.6,12.6,34.3,18.1,21.8,31.8,26.8,17.8,7.6,60.5,31.8,C036_Iurreta_2018_JUL,C036,Iurreta,2018,JUL
C045_La Garbea_2018_JUL,0,96.4,,,,19,9,42.1,2.4,16.4,,17.9,27.4,22.7,15.0,13.8,65.9,38.2,C045_La Garbea_2018_JUL,C045,La Garbea,2018,JUL
C0B7_Mañaria_2018_JUL,0,82.9,0.377,0.176,,17,10,91.2,10.9,40.5,,20.8,31.4,26.2,16.3,,,,C0B7_Mañaria_2018_JUL,C0B7,Mañaria,2018,JUL
C019_Matxitxako_2018_JUL,0,94.2,,,,15,10,112.1,8,24.5,16.3,18.6,24.8,21.3,16.7,17.4,73.8,40.8,C019_Matxitxako_2018_JUL,C019,Matxitxako,2018,JUL
C057_Mungia_2018_JUL,0,85.9,1.336,0.446,,14,9,83.9,12.4,25.1,18.4,21.6,28.7,25.3,18.0,5.8,46.8,29.7,C057_Mungia_2018_JUL,C057,Mungia,2018,JUL
C063_Muxika_2018_JUL,0,83.7,0.713,0.171,,14,8,55.5,5.2,17.8,,21.3,29.8,26.3,16.7,,,,C063_Muxika_2018_JUL,C063,Muxika,2018,JUL
C046_Oiz_2018_JUL,0,92.4,,,,21,13,111.7,13.2,40.2,,15.4,23.9,18.2,13.0,16.4,94.7,41.2,C046_Oiz_2018_JUL,C046,Oiz,2018,JUL
C0BA_Oleta_2018_JUL,0,86.6,0.340,0.187,,18,12,138.4,20.1,60.5,,21.3,28.6,25.4,17.4,,,,C0BA_Oleta_2018_JUL,C0BA,Oleta,2018,JUL
C059_Ordunte_2018_JUL,0,80.2,,,,14,6,26.9,5.1,17.5,,19.7,29.8,24.6,15.3,5.6,55.4,37.1,C059_Ordunte_2018_JUL,C059,Ordunte,2018,JUL
C072_Orduña_2018_JUL,0,91.0,,,,20,13,93.3,11.4,23.3,,16.4,24.4,20.2,13.6,13.9,63.4,43.8,C072_Orduña_2018_JUL,C072,Orduña,2018,JUL
C0B4_Orozko_2018_JUL,0,85.2,1.282,0.070,,14,10,44.7,5.8,15,,20.6,31.3,26.1,16.3,4.6,32.0,26.2,C0B4_Orozko_2018_JUL,C0B4,Orozko,2018,JUL
C054_Otxandio_2018_JUL,0,86.6,0.274,0.060,,18,11,59.9,5.8,13.4,18.7,18.7,29.3,24.5,14.1,6.0,36.7,28.2,C054_Otxandio_2018_JUL,C054,Otxandio,2018,JUL
C042_Punta Galea_2018_JUL,0,86.9,,,,14,8,44.1,2.5,14.2,,21.2,26.5,23.3,18.9,12.9,76.0,37.0,C042_Punta Galea_2018_JUL,C042,Punta Galea,2018,JUL
C0B9_Sangroniz_2018_JUL,0,86.3,1.275,0.481,,15,8,45.5,5.3,16.2,,21.1,30.1,25.6,16.7,,,,C0B9_Sangroniz_2018_JUL,C0B9,Sangroniz,2018,JUL
C0C3_Sodupe_2018_JUL,0,81.6,,,,12,8,27.7,2,11.2,,21.2,31.5,26.9,16.8,6.3,49.0,31.8,C0C3_Sodupe_2018_JUL,C0C3,Sodupe,2018,JUL
C066_Untzueta_2018_JUL,0,93.0,,,,,,,,,,17.7,27.5,22.6,14.9,12.7,54.0,40.1,C066_Untzueta_2018_JUL,C066,Untzueta,2018,JUL
C022_Urkiola_2018_JUL,0,93.1,,,,21,11,73.7,7.4,18.8,16.4,17.0,25.5,21.3,13.6,4.9,36.7,24.0,C022_Urkiola_2018_JUL,C022,Urkiola,2018,JUL
C0B3_Urkizu_2018_JUL,0,88.0,1.391,0.228,,14,10,68.9,12.5,28.6,,21.0,30.5,26.3,16.6,,,,C0B3_Urkizu_2018_JUL,C0B3,Urkizu,2018,JUL
C037_Venta Alta_2018_JUL,0,82.0,,,,13,8,52.3,6.1,12.4,18.0,21.3,30.7,26.1,17.8,7.8,51.8,33.0,C037_Venta Alta_2018_JUL,C037,Venta Alta,2018,JUL
C0E5_Agauntza_2018_JUL,0,83.0,1.169,0.218,,15,10,153.6,14.4,67.6,,20.8,29.8,26.2,16.8,,,,C0E5_Agauntza_2018_JUL,C0E5,Agauntza,2018,JUL
C0DB_Aitzu_2018_JUL,0,82.8,0.363,0.166,,16,11,56.1,6.2,16.8,,19.9,30.8,26.3,15.0,,,,C0DB_Aitzu_2018_JUL,C0DB,Aitzu,2018,JUL
C0D3_Aixola_2018_JUL,0,86.7,0.403,0.092,,17,12,96.8,6.5,20,,19.1,27.6,24.0,14.9,,,,C0D3_Aixola_2018_JUL,C0D3,Aixola,2018,JUL
C0DD_Aizarnazabal_2018_JUL,0,88.1,0.560,0.393,,22,13,149.4,8.3,45.7,,20.4,27.3,24.4,16.8,,,,C0DD_Aizarnazabal_2018_JUL,C0DD,Aizarnazabal,2018,JUL
C0E9_Alegia_2018_JUL,0,88.4,1.788,0.375,,13,9,93.3,7.9,28.2,,21.8,32.0,27.2,17.5,,,,C0E9_Alegia_2018_JUL,C0E9,Alegia,2018,JUL
C078_Altzola_2018_JUL,0,85.1,0.576,0.510,,20,12,76.7,7.6,13.3,,20.8,27.7,25.1,17.3,,,,C078_Altzola_2018_JUL,C078,Altzola,2018,JUL
C052_Ameraun_2018_JUL,0,86.1,0.522,0.374,,16,15,104.3,4.7,20.1,,19.6,29.1,24.6,15.6,,,,C052_Ameraun_2018_JUL,C052,Ameraun,2018,JUL
C0E1_Amundarain_2018_JUL,0,,0.719,0.201,,14,9,114.6,9.2,49.6,,20.9,29.3,26.2,16.8,,,,C0E1_Amundarain_2018_JUL,C0E1,Amundarain,2018,JUL
